,Наименование,Категория,Подкатегория,Безопасноcть,Качество,Общий балл,URL
0,Fine Life Крупа рисовая. рис шлифованный. первый сорт,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/fine-life-krupa-risovaya-ris-shlifovannyy-pervyy-sort/
1,Крупа Рисовая Makfa. Рис шлифованный круглозерный. первый сорт,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/makfa-krupa-risovaya-ris-shlifovannyy-kruglozernyy-pervyy-sort/
2,Д. Крупа рисовая шлифованная. Сорт 1,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/d-krupa-risovaya-shlifovannaya-sort-1/
3,"Крупа рисовая шлифованная, фасованная под торговым наименованием «Рис круглозерный «Дон Густо». Первый сорт.",Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/krupa-risovaya-shlifovannaya-fasovannaya-pod-torgovym-naimenovaniem-ris-kruglozernyy-don-gusto-pervy/
4,Мистраль. Крупа рисовая фасованная. Белый круглозерный рис «Кубань». Первый сорт,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/mistral-krupa-risovaya-fasovannaya-belyy-kruglozernyy-ris-kuban-pervyy-sort/
5,Националь. Крупа рисовая шлифованная (рис круглозерный). Кубанский. Первый сорт.,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/natsional-krupa-risovaya-shlifovannaya-ris-kruglozernyy-kubanskiy-pervyy-sort/
6,Националь. Крупа рисовая шлифованная (рис круглозерный). Краснодарский. Первый сорт. Высшее качество,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/natsional-krupa-risovaya-shlifovannaya-ris-kruglozernyy-krasnodarskiy-pervyy-sort-vysshee-kachestvo/
7,"Пассим. Крупа, рис шлифованный круглозерный. Высший сорт.",Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/passim-krupa-ris-shlifovannyy-kruglozernyy-vysshiy-sort/
8,Селяночка Крупа рисовая. Рис шлифованный.Круглозерный Сорт 1,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/selyanochka-krupa-risovaya-ris-shlifovannyy-kruglozernyy-sort-1/
9,Крупа рисовая: рис шлифованный круглозерный «Степь»,Бакалея,Рис круглозерный,5.000,0,5.0000,https://rskrf.ru/goods/krupa-risovaya-ris-shlifovannyy-kruglozernyy-step/
10,Теплые традиции. Крупа рисовая. 1 сорт круглозерный. Шлифованная.,Бакалея,Рис круглозерный,0,0,5.0000,https://rskrf.ru/goods/teplye-traditsii-krupa-risovaya-1-sort-kruglozernyy-shlifovannaya/
11,"Крупа рисовая шлифованная, рис «Краснодарский» в пакетиках для варки Prosto",Бакалея,Рис круглозерный,5.000,0,4.9000,https://rskrf.ru/goods/krupa-risovaya-shlifovannaya-ris-krasnodarskiy-v-paketikakh-dlya-varki-prosto/
12,Еврозлак. Рис круглозерный. Первый сорт. ,Бакалея,Рис круглозерный,0,0,4.9000,https://rskrf.ru/goods/evrozlak-ris-kruglozernyy-pervyy-sort-/
13,Каждый день. Крупа рисовая шлифованная. Третий сорт. ,Бакалея,Рис круглозерный,0,0,4.8000,https://rskrf.ru/goods/kazhdyy-den-krupa-risovaya-shlifovannaya-tretiy-sort-/
14,Первым делом. Крупа рисовая шлифованная. Сорт 3. ,Бакалея,Рис круглозерный,0,0,4.8000,https://rskrf.ru/goods/pervym-delom-krupa-risovaya-shlifovannaya-sort-3-/
15,Увелка. Рис круглозерный шлифованный.,Бакалея,Рис круглозерный,0,0,4.8000,https://rskrf.ru/goods/uvelka-ris-kruglozernyy-shlifovannyy/
16,Продсервис. Рис шлифованный круглозерный. Сорт 1.,Бакалея,Рис круглозерный,0,0,4.7000,https://rskrf.ru/goods/prodservis-ris-shlifovannyy-kruglozernyy-sort-1/
17,"То,что надо! Крупа рисовая шлифованная. Рис круглозерный. Первый сорт.",Бакалея,Рис круглозерный,0,0,4.7000,https://rskrf.ru/goods/to-chto-nado-krupa-risovaya-shlifovannaya-ris-kruglozernyy-pervyy-sort/
18,Южная рисовая компания. Крупа рисовая шлифованная. Рис круглозёрный шлифованный. сорт 3,Бакалея,Рис круглозерный,0,0,4.7000,https://rskrf.ru/goods/yuzhnaya-risovaya-kompaniya-krupa-risovaya-shlifovannaya-ris-kruglozyernyy-shlifovannyy-sort-3/
19,Ярмарка. Рис шлифованный круглозерный. Высший сорт.,Бакалея,Рис круглозерный,0,0,4.7000,https://rskrf.ru/goods/yarmarka-ris-shlifovannyy-kruglozernyy-vysshiy-sort/
20,О`Кей. Крупа рисовая шлифованная. Рис Круглозерный. Сорт 1,Бакалея,Рис круглозерный,0,0,4.6000,https://rskrf.ru/goods/o-key-krupa-risovaya-shlifovannaya-ris-kruglozernyy-sort-1/
21,Maltagliati. Крупа Рисовая. Рис шлифованный среднезерный. Первый сорт,Бакалея,Рис круглозерный,0,0,4.5000,https://rskrf.ru/goods/maltagliati-krupa-risovaya-ris-shlifovannyy-srednezernyy-pervyy-sort/
22,Агрокультура. Крупа рисовая шлифованная. Рис круглозерный,Бакалея,Рис круглозерный,0,0,4.5000,https://rskrf.ru/goods/agrokultura-krupa-risovaya-shlifovannaya-ris-kruglozernyy/
23,Аксиома. Рис шлифованный. Круглозерный. Сорт 1.,Бакалея,Рис круглозерный,0,0,4.5000,https://rskrf.ru/goods/aksioma-ris-shlifovannyy-kruglozernyy-sort-1/
24,Карачиха. Крупа рисовая шлифованная. Первый сорт. ,Бакалея,Рис круглозерный,0,0,4.5000,https://rskrf.ru/goods/karachikha-krupa-risovaya-shlifovannaya-pervyy-sort-/
25,"Крупа рисовая шлифованная, рис круглозерный «Маркет-Перекресток»",Бакалея,Рис круглозерный,0.000,0,4.5000,https://rskrf.ru/goods/krupa-risovaya-shlifovannaya-ris-kruglozernyy-market-perekrestok/
26,Крупа рисовая фасованная. Белый круглозерный рис «Италика». Высший сорт,Бакалея,Рис круглозерный,0,0,4.5000,https://rskrf.ru/goods/krupa-risovaya-fasovannaya-belyy-kruglozernyy-ris-italika-vysshiy-sort/
27,Гудвилл. Рис шлифованный круглозерный. 1 сорт.,Бакалея,Рис круглозерный,0,0,4.4000,https://rskrf.ru/goods/gudvill-ris-shlifovannyy-kruglozernyy-1-sort/
28,365 дней. Крупа рисовая шлифованная. Рис круглозерный. 2 сорт,Бакалея,Рис круглозерный,0,0,4.1250,https://rskrf.ru/goods/365-dney-krupa-risovaya-shlifovannaya-ris-kruglozernyy-2-sort/
29,Лента. Крупа рисовая шлифованная. Первый сорт. ,Бакалея,Рис круглозерный,0,0,4.1000,https://rskrf.ru/goods/lenta-krupa-risovaya-shlifovannaya-pervyy-sort-/
30,Рис круглозерный шлифованный Smart,Бакалея,Рис круглозерный,5.000,0,4.0000,https://rskrf.ru/goods/ris-kruglozernyy-shlifovannyy-smart/
31,Рис круглозерный шлифованный Super,Бакалея,Рис круглозерный,5.000,0,4.0000,https://rskrf.ru/goods/ris-kruglozernyy-shlifovannyy-super/
32,Рис круглозерный отборный «Родной продукт»,Бакалея,Рис круглозерный,5.000,0,4.0000,https://rskrf.ru/goods/ris-kruglozernyy-otbornyy-rodnoy-produkt/
33,"Крупа рисовая шлифованная, рис круглозерный, первый сорт, Globus",Бакалея,Рис круглозерный,0.000,0,3.5000,https://rskrf.ru/goods/krupa-risovaya-shlifovannaya-ris-kruglozernyy-pervyy-sort-globus/
34,"Рис «Кубанский», крупа рисовая шлифованная «Агро-Альянс»",Бакалея,Рис круглозерный,0.000,0,3.5000,https://rskrf.ru/goods/ris-kubanskiy-krupa-risovaya-shlifovannaya-agro-alyans/
35,Рис круглозерный шлифованный «Алтайская сказка»,Бакалея,Рис круглозерный,0.000,0,3.5000,https://rskrf.ru/goods/ris-kruglozernyy-shlifovannyy-altayskaya-skazka/
36,"Крупа рисовая шлифованная, рис круглозерный, 1 сорт «Ашан»",Бакалея,Рис круглозерный,0.000,0,3.5000,https://rskrf.ru/goods/krupa-risovaya-shlifovannaya-ris-kruglozernyy-1-sort-ashan/
37,Крупа: рис шлифованный «Краснодарский» «Гудвилл»,Бакалея,Рис круглозерный,0.000,0,3.5000,https://rskrf.ru/goods/krupa-ris-shlifovannyy-krasnodarskiy-gudvill/
38,Рис круглозерный шлифованный «Настоящая хозяйка»,Бакалея,Рис круглозерный,0.000,0,3.5000,https://rskrf.ru/goods/ris-kruglozernyy-shlifovannyy-nastoyashchaya-khozyayka/
39,Крупа: рис шлифованный круглозерный «Кубанский» «Пассим»,Бакалея,Рис круглозерный,0.000,0,3.5000,https://rskrf.ru/goods/krupa-ris-shlifovannyy-kruglozernyy-kubanskiy-passim/
40,Крупа рисовая: рис шлифованный круглозерный «Царь»,Бакалея,Рис круглозерный,5.000,0,3.5000,https://rskrf.ru/goods/krupa-risovaya-ris-shlifovannyy-kruglozernyy-tsar/
41,Агро-Альянс. Крупа рисовая шлифованная. Сорт 2,Бакалея,Рис круглозерный,0,0,3.0000,https://rskrf.ru/goods/agro-alyans-krupa-risovaya-shlifovannaya-sort-2/
42,Крупа рисовая «На здоровье»,Бакалея,Рис круглозерный,5.000,0,2.9000,https://rskrf.ru/goods/krupa-risovaya-na-zdorove/
43,"Крупа рисовая, рис белый круглозерный шлифованный Astoria",Бакалея,Рис круглозерный,0.000,0,2.1000,https://rskrf.ru/goods/krupa-risovaya-ris-belyy-kruglozernyy-shlifovannyy-astoria/
44,Рис круглозерный «Каскад»,Бакалея,Рис круглозерный,5.000,0,2.0000,https://rskrf.ru/goods/ris-kruglozernyy-kaskad/
45,Круглозерный шлифованный рис Victoria,Бакалея,Рис круглозерный,5.000,0,1.8500,https://rskrf.ru/goods/kruglozernyy-shlifovannyy-ris-victoria/
46,"Крупа рисовая шлифованная, рис круглозерный «ВкусВилл»",Бакалея,Рис круглозерный,0.000,0,1.5000,https://rskrf.ru/goods/krupa-risovaya-shlifovannaya-ris-kruglozernyy-vkusvill/
47,Крупа: рис шлифованный круглозерный «Красная цена»,Бакалея,Рис круглозерный,0.000,0,1.5000,https://rskrf.ru/goods/krupa-ris-shlifovannyy-kruglozernyy-krasnaya-tsena/
48,Скайфуд. Рис шлифованный круглозерный. Сорт 3.,Бакалея,Рис круглозерный,0,0,0,https://rskrf.ru/goods/skayfud-ris-shlifovannyy-kruglozernyy-sort-3/
49,Тугова гора. Крупа рисовая. Круглозерный. Первый сорт. ,Бакалея,Рис круглозерный,0,0,0,https://rskrf.ru/goods/tugova-gora-krupa-risovaya-kruglozernyy-pervyy-sort-/
50,Чистая крупа. Крупа рисовая шлифованная 1 сорта из зерна риса 3 и 4 типов,Бакалея,Рис круглозерный,0,0,0,https://rskrf.ru/goods/chistaya-krupa-krupa-risovaya-shlifovannaya-1-sorta-iz-zerna-risa-3-i-4-tipov/
51,Шебекинский. Крупа Рисовая. Рис шлифованный классический высококачественный. Первый сорт.,Бакалея,Рис круглозерный,0,0,0,https://rskrf.ru/goods/shebekinskiy-krupa-risovaya-ris-shlifovannyy-klassicheskiy-vysokokachestvennyy-pervyy-sort/
52,Яровое поле. Крупа рисовая шлифованная (рис круглозерный) ,Бакалея,Рис круглозерный,0,0,0,https://rskrf.ru/goods/yarovoe-pole-krupa-risovaya-shlifovannaya-ris-kruglozernyy-/
53,"Макаронные изделия из твердых сортов пшеницы, группа А, высший сорт, Penne Rigate («Пенне Ригате») Barilla",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru/goods/makaronnye-izdeliya-iz-tverdykh-sortov-pshenitsy-gruppa-a-vysshiy-sort-penne-rigate-penne-rigate-bar/
54,"Изделия макаронные из твердых сортов пшеницы: «перья» рифленые (группа А, высший сорт) La Molisana",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru/goods/izdeliya-makaronnye-iz-tverdykh-sortov-pshenitsy-perya-riflenye-gruppa-a-vysshiy-sort-la-molisana/
55,Изделия макаронные из пшеничной муки «Итальянские»,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru/goods/izdeliya-makaronnye-iz-pshenichnoy-muki-italyanskie/
56,"Изделия макаронные «перья», группа А, сорт высший «Роллтон»",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,5.000,5.0000,https://rskrf.ru/goods/izdeliya-makaronnye-perya-gruppa-a-sort-vysshiy-rollton/
57,"Изделия макаронные, группа А, высший сорт Grand di Pasta",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.730,4.8650,https://rskrf.ru/goods/izdeliya-makaronnye-gruppa-a-vysshiy-sort-grand-di-pasta/
58,"Изделия макаронные, группа А, высший сорт «Лимак»",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.460,4.7300,https://rskrf.ru/goods/izdeliya-makaronnye-gruppa-a-vysshiy-sort-limak/
59,"Изделия макаронные группа А, высший сорт, перья Makfa",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.190,4.5950,https://rskrf.ru/goods/izdeliya-makaronnye-gruppa-a-vysshiy-sort-perya-makfa/
60,"Макаронные изделия из твердых сортов пшеницы, группы А, высший сорт «Гальяни»",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.190,4.5950,https://rskrf.ru/goods/makaronnye-izdeliya-iz-tverdykh-sortov-pshenitsy-gruppy-a-vysshiy-sort-galyani/
61,"Изделия макаронные, группы А, высшего сорта, №23, «перья» рифленые Federici",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,3.920,4.4600,https://rskrf.ru/goods/izdeliya-makaronnye-gruppy-a-vysshego-sorta-23-perya-riflenye-federici/
62,Макаронные изделия из муки твердой пшеницы Maltagliati,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.730,4.1900,https://rskrf.ru/goods/makaronnye-izdeliya-iz-muki-tverdoy-pshenitsy-maltagliati/
63,"Макаронные изделия группы А, высшего сорта PastaZara",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.730,4.1900,https://rskrf.ru/goods/makaronnye-izdeliya-gruppy-a-vysshego-sorta-pastazara/
64,"Макаронные изделия группы А, высшего сорта «Шебекинские»",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.730,4.1900,https://rskrf.ru/goods/makaronnye-izdeliya-gruppy-a-vysshego-sorta-shebekinskie/
65,"Макаронные изделия, «перья» Granmulino",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,3.830,3.7400,https://rskrf.ru/goods/makaronnye-izdeliya-perya-granmulino/
66,"Изделия макаронные группа А, высший сорт: «пёрышки» PastaMania",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,2.000,3.5000,https://rskrf.ru/goods/izdeliya-makaronnye-gruppa-a-vysshiy-sort-pyeryshki-pastamania/
67,"Макаронные изделия «перья», рифленые, №129, группа А, высший сорт Pasteroni",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.940,3.4700,https://rskrf.ru/goods/makaronnye-izdeliya-perya-riflenye-129-gruppa-a-vysshiy-sort-pasteroni/
68,Макаронные изделия из твердых сортов пшеницы: «перья» (Penne Rigate) «Агро-Альянс»,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.730,3.3650,https://rskrf.ru/goods/makaronnye-izdeliya-iz-tverdykh-sortov-pshenitsy-perya-penne-rigate-agro-alyans/
69,"Макаронные изделия группы А, высшего сорта, «Перья» «Маркет Перекресток»",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.730,3.3650,https://rskrf.ru/goods/makaronnye-izdeliya-gruppy-a-vysshego-sorta-perya-market-perekrestok/
70,"Макаронные изделия из твердых сортов пшеницы, «перья» (Penne Rigate) Aida",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,1.500,3.2500,https://rskrf.ru/goods/makaronnye-izdeliya-iz-tverdykh-sortov-pshenitsy-perya-penne-rigate-aida/
71,Макаронные изделия из твёрдых сортов пшеницы «ВкусВилл»,Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,4.370,3.1850,https://rskrf.ru/goods/makaronnye-izdeliya-iz-tvyerdykh-sortov-pshenitsy-vkusvill/
72,"Изделия макаронные, группа А,  высший сорт «Добродея»",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,1.000,3.0000,https://rskrf.ru/goods/izdeliya-makaronnye-gruppa-a-vysshiy-sort-dobrodeya/
73,"«Перья» рифленые, изделия макаронные из твердых сортов пшеницы, группы А, высшего сорта, трубчатые Globus",Бакалея,Макаронные изделия «перья» из твердых сортов пшеницы,5.000,2.000,1.0000,https://rskrf.ru/goods/perya-riflenye-izdeliya-makaronnye-iz-tverdykh-sortov-pshenitsy-gruppy-a-vysshego-sorta-trubchatye-g/
74,"Хлопья овсяные, геркулес «Экстра» «Гудвилл»",Бакалея,Хлопья овсяные,5.000,4.910,4.9370,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-ekstra-gudvill/
75,"Геркулес, овсяные хлопья «Лакоме»",Бакалея,Хлопья овсяные,5.000,4.910,4.9370,https://rskrf.ru/goods/gerkules-ovsyanye-khlopya-lakome/
76,Хлопья овсяные «Макфа»,Бакалея,Хлопья овсяные,5.000,4.910,4.9370,https://rskrf.ru/goods/khlopya-ovsyanye-makfa/
77,"Хлопья овсяные, геркулес «12 месяцев» «Пассим»",Бакалея,Хлопья овсяные,5.000,4.910,4.9370,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-12-mesyatsev-passim/
78,"Геркулес крупные, овсяные хлопья Myllyn Paras 1928",Бакалея,Хлопья овсяные,5.000,4.880,4.9160,https://rskrf.ru/goods/gerkules-krupnye-ovsyanye-khlopya-myllyn-paras-1928/
79,"Хлопья овсяные, геркулес «Маркет Перекресток»",Бакалея,Хлопья овсяные,5.000,4.880,4.9160,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-market-perekrestok/
80,"Хлопья овсяные, геркулес «Националь»",Бакалея,Хлопья овсяные,5.000,4.880,4.9160,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-natsional/
81,"Хлопья овсяные, геркулес «Полезный» «Увелка»",Бакалея,Хлопья овсяные,5.000,4.850,4.8950,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-poleznyy-uvelka/
82,Хлопья овсяные №2 «Ясно солнышко»,Бакалея,Хлопья овсяные,5.000,4.850,4.8950,https://rskrf.ru/goods/khlopya-ovsyanye-2-yasno-solnyshko/
83,"Хлопья овсяные, геркулес «ВкусВилл»",Бакалея,Хлопья овсяные,5.000,4.820,4.8740,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-vkusvill/
84,"Хлопья овсяные, геркулес традиционный «Русский продукт»",Бакалея,Хлопья овсяные,5.000,4.370,4.5590,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-traditsionnyy-russkiy-produkt/
85,Цельнозерновые овсяные хлопья «Мистраль»,Бакалея,Хлопья овсяные,5.000,4.250,4.4750,https://rskrf.ru/goods/tselnozernovye-ovsyanye-khlopya-mistral/
86,Овсяные хлопья Nordic,Бакалея,Хлопья овсяные,5.000,3.890,4.2230,https://rskrf.ru/goods/ovsyanye-khlopya-nordic/
87,Овсяные хлопья «Экстра» «Лучший выбор»,Бакалея,Хлопья овсяные,3.200,4.655,4.2185,https://rskrf.ru/goods/ovsyanye-khlopya-ekstra-luchshiy-vybor/
88,"Хлопья овсяные, геркулес «Агрокультура»",Бакалея,Хлопья овсяные,5.000,3.650,4.0550,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-agrokultura/
89,"Хлопья зерновые быстрого приготовления овсяные, геркулес «Дикси»",Бакалея,Хлопья овсяные,2.300,4.760,4.0220,https://rskrf.ru/goods/khlopya-zernovye-bystrogo-prigotovleniya-ovsyanye-gerkules-diksi/
90,"Хлопья овсяные, геркулес быстрого приготовления «Магнит»",Бакалея,Хлопья овсяные,2.300,4.760,4.0220,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-bystrogo-prigotovleniya-magnit/
91,Хлопья из 4 злаков с отрубями «Русский завтрак»,Бакалея,Хлопья овсяные,2.300,4.625,3.9300,https://rskrf.ru/goods/khlopya-iz-4-zlakov-s-otrubyami-russkiy-zavtrak/
92,Хлопья овсяные варимые «Быстров» «Нежные» ,Бакалея,Хлопья овсяные,1.400,4.790,3.7700,https://rskrf.ru/goods/khlopya-ovsyanye-varimye-bystrov-nezhnye-/
93,Овсяные хлопья «Клинские» «Экстра»,Бакалея,Хлопья овсяные,3.200,3.800,3.6200,https://rskrf.ru/goods/ovsyanye-khlopya-klinskie-ekstra/
94,"Хлопья овсяные, геркулес «Каждый день»",Бакалея,Хлопья овсяные,5.000,2.960,3.5720,https://rskrf.ru/goods/khlopya-ovsyanye-gerkules-kazhdyy-den/
95,Хлопья овсяные органические 4Life,Бакалея,Хлопья овсяные,3.200,3.620,3.4940,https://rskrf.ru/goods/khlopya-ovsyanye-organicheskie-4life/
96,"Геркулес, хлопья овсяные «Карачиха»",Бакалея,Хлопья овсяные,0.500,3.275,2.4425,https://rskrf.ru/goods/gerkules-khlopya-ovsyanye-karachikha/
97,"Мёд натуральный цветочный, полифлорный «Избранное» липовый «Башкирхан» «Берестов А.С.»",Бакалея,Мед,5.000,5.000,5.0000,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-poliflornyy-izbrannoe-lipovyy-bashkirkhan-berestov-a-s-/
98,«Башкирский мёд»,Бакалея,Мед,5.000,5.000,4.9100,https://rskrf.ru/goods/bashkirskiy-myed/
99,"Мёд натуральный цветочный, фасованный «КФХ «Пчела»",Бакалея,Мед,5.000,5.000,4.9055,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-kfkh-pchela/
100,Мёд натуральный цветочный «Пчела Маня»,Бакалея,Мед,5.000,5.000,4.9055,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-pchela-manya/
101,"Мёд натуральный цветочный, полифлорный «Избранное» акациевый «Берестов А.С.»",Бакалея,Мед,5.000,5.000,4.8500,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-poliflornyy-izbrannoe-akatsievyy-berestov-a-s-/
102,"Алтайский мёд, цветочный, гречишный «Медовый край»",Бакалея,Мед,5.000,5.000,4.8080,https://rskrf.ru/goods/altayskiy-myed-tsvetochnyy-grechishnyy-medovyy-kray/
103,"Мёд натуральный цветочный, полифлорный «Избранное» «Алтайцвет» «Майский» «Берестов А.С.»",Бакалея,Мед,5.000,4.000,4.8000,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-poliflornyy-izbrannoe-altaytsvet-mayskiy-berestov-a-s-/
104,"Мёд натуральный цветочный, полифлорный «Избранное «Алтайцвет» горный «Берестов А.С»",Бакалея,Мед,5.000,4.000,4.8000,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-poliflornyy-izbrannoe-altaytsvet-gornyy-berestov-a-s/
105,Мёд натуральный липовый «Башкирская медовня»,Бакалея,Мед,5.000,5.000,4.7000,https://rskrf.ru/goods/myed-naturalnyy-lipovyy-bashkirskaya-medovnya/
106,"Мёд натуральный цветочный, монофлорный «Избранное» «Алтайцвет» гречишный «Берестов А.С.»",Бакалея,Мед,2.500,5.000,4.6750,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-monoflornyy-izbrannoe-altaytsvet-grechishnyy-berestov-a-s-/
107,"Мёд натуральный цветочный, полифлорный «Горный» «ГПК»",Бакалея,Мед,5.000,5.000,4.6055,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-poliflornyy-gornyy-gpk/
108,Мед натуральный цветочный полифлорный «Пчелкин»,Бакалея,Мед,5.000,5.000,4.6055,https://rskrf.ru/goods/med-naturalnyy-tsvetochnyy-poliflornyy-pchelkin/
109,Мёд натуральный цветочный «Щедрый край»,Бакалея,Мед,5.000,4.000,4.3580,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-shchedryy-kray/
110,Мёд натуральный цветочный «Пчёлкин мёд»,Бакалея,Мед,5.000,4.000,4.3055,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-pchyelkin-myed/
111,Мёд натуральный «Башкирские пасеки»,Бакалея,Мед,5.000,4.000,4.1165,https://rskrf.ru/goods/myed-naturalnyy-bashkirskie-paseki/
112,"Мёд натуральный цветочный, разнотравье «Лесные угодья»",Бакалея,Мед,5.000,4.000,4.0250,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-raznotrave-lesnye-ugodya/
113,Мед акации натуральный D'arbo,Бакалея,Мед,5.000,5.000,3.9830,https://rskrf.ru/goods/med-akatsii-naturalnyy-d-arbo/
114,"Мед натуральный цветочный, клеверный «Лесные угодья»",Бакалея,Мед,5.000,4.000,3.9830,https://rskrf.ru/goods/med-naturalnyy-tsvetochnyy-klevernyy-lesnye-ugodya/
115,Мёд натуральный акациевый «Правильный мёд»,Бакалея,Мед,5.000,5.000,3.9830,https://rskrf.ru/goods/myed-naturalnyy-akatsievyy-pravilnyy-myed/
116,Мёд донниковый Medolubov,Бакалея,Мед,5.000,4.000,3.9300,https://rskrf.ru/goods/myed-donnikovyy-medolubov/
117,"Пчелиный мёд, янтарный подсолнух «Абрико»",Бакалея,Мед,5.000,4.000,3.8855,https://rskrf.ru/goods/pchelinyy-myed-yantarnyy-podsolnukh-abriko/
118,«Мёд Алтайский» натуральный цветочный,Бакалея,Мед,5.000,5.000,3.8800,https://rskrf.ru/goods/myed-altayskiy-naturalnyy-tsvetochnyy/
119,"Мёд натуральный цветочный, фасованный Aro",Бакалея,Мед,5.000,5.000,3.8750,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-aro/
120,"Мёд натуральный цветочный, монофлорный, «Липовый Башкирхан» «Берестов А.С.»",Бакалея,Мед,5.000,5.000,3.7555,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-monoflornyy-lipovyy-bashkirkhan-berestov-a-s-/
121,"Мёд натуральный цветочный, фасованный (разнотравье) «Дедушкин улей»",Бакалея,Мед,5.000,5.000,3.7250,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-raznotrave-dedushkin-uley/
122,Мёд натуральный цветочный «Медовые вечера»,Бакалея,Мед,5.000,5.000,3.6580,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-medovye-vechera/
123,"Мёд натуральный цветочный, донниковый «Потапыч»",Бакалея,Мед,5.000,4.000,3.6305,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-donnikovyy-potapych/
124,"Мёд монофлорный, липовый «Медовая Кубань»",Бакалея,Мед,5.000,5.000,3.5340,https://rskrf.ru/goods/myed-monoflornyy-lipovyy-medovaya-kuban/
125,"Мёд натуральный цветочный, горный, светлый, серия «Дикий мёд» «Кедровый бор»",Бакалея,Мед,5.000,4.000,3.4580,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-gornyy-svetlyy-seriya-dikiy-myed-kedrovyy-bor/
126,Мёд натуральный цветочный луговой «Маркет Перекресток»,Бакалея,Мед,5.000,4.000,3.2780,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-lugovoy-market-perekrestok/
127,"Мёд натуральный цветочный, фасованный «Крымские травы» «Медовый дом»",Бакалея,Мед,5.000,4.000,3.1800,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-krymskie-travy-medovyy-dom/
128,"Мёд натуральный цветочный, фасованный (акациевый) Super",Бакалея,Мед,5.000,3.000,3.1250,https://rskrf.ru/goods/myed-naturalnyy-tsvetochnyy-fasovannyy-akatsievyy-super/
