,Наименование,Категория,Подкатегория,Безопасноcть,Качество,Общий балл,URL
2029,None,Рыба и морепродукты,Креветки,0.000,0,0,https://rskrf.ru/goods/ashan/
2030,"Филе дальневосточного минтая без кожи, мороженое «Океанрыбфлот». Высшая категория.",Рыба и морепродукты,Филе минтая,5.000,0,5.0000,https://rskrf.ru/goods/file-dalnevostochnogo-mintaya-bez-kozhi-morozhenoe-okeanrybflot-vysshaya-kategoriya/
2031,"Минтай (Theragra chalcogramma), филе (кусочки мяса) порционное, полуфабрикат замороженный Polar. Категория А.",Рыба и морепродукты,Филе минтая,5.000,0,4.9500,https://rskrf.ru/goods/mintay-theragra-chalcogramma-file-kusochki-myasa-portsionnoe-polufabrikat-zamorozhennyy-polar/
2032,"Минтай, филе без кожи, мороженное, порционное «Бухта изобилия». Категория АЕ",Рыба и морепродукты,Филе минтая,5.000,0,4.7500,https://rskrf.ru/goods/mintay-file-bez-kozhi-morozhennoe-portsionnoe-bukhta-izobiliya-kategoriya-ae/
2033,"Минтай филе без кожи, замороженное. «Вкусвилл»",Рыба и морепродукты,Филе минтая,5.000,0,4.7000,https://rskrf.ru/goods/mintay-file-bez-kozhi-zamorozhennoe-vkusvill-/
2034,"Минтай свежемороженый, филе без кожи. «Атлантика» ",Рыба и морепродукты,Филе минтая,5.000,0,4.6500,https://rskrf.ru/goods/mintay-svezhemorozhenyy-file-bez-kozhi-atlantika-57-113g-r-upakovka-1kg-/
2035,"Минтай. Филе без кожи, мороженый. Категория АЕ. AGAMA",Рыба и морепродукты,Филе минтая,5.000,0,4.6100,https://rskrf.ru/goods/mintay-file-bez-kozhi-morozhenyy-kategoriya-ae-agama-/
2036,"Минтай морской, филе без кожи. «Фландерр»",Рыба и морепродукты,Филе минтая,5.000,0,4.5000,https://rskrf.ru/goods/mintay-morskoy-file-bez-kozhi-flanderr-/
2037,"Филе минтая без кожи, мороженое, порционное. «Сахалин рыба»",Рыба и морепродукты,Филе минтая,5.000,0,4.4500,https://rskrf.ru/goods/file-mintaya-bez-kozhi-morozhenoe-portsionnoe-sakhalin-ryba/
2038,Минтай тихоокеанский. Филе блочное без кости (высшая категория),Рыба и морепродукты,Филе минтая,5.000,0,4.2900,https://rskrf.ru/goods/mintay-tikhookeanskiy-morozhenyy-borealis/
2039,"Минтай, филе без кожи мороженное «Штурман КФ»",Рыба и морепродукты,Филе минтая,5.000,0,4.1100,https://rskrf.ru/goods/mintay-file-bez-kozhi-morozhennoe-shturman-kf/
2040,Филе минтая мороженое (без кожи). Maridel,Рыба и морепродукты,Филе минтая,5.000,0,4.0900,https://rskrf.ru/goods/file-mintaya-morozhenoe-bez-kozhi-maridel/
2041,"Fish House. Минтай, филе б/к, мороженое",Рыба и морепродукты,Филе минтая,5.000,0,3.9900,https://rskrf.ru/goods/fish-house-mintay-file-b-k-morozhenoe/
2042,"Филе минтая без кожи. Мороженная пищевая рыбная продукция, категория Б. Flipper",Рыба и морепродукты,Филе минтая,5.000,0,3.7000,https://rskrf.ru/goods/file-mintaya-bez-kozhi-morozhennaya-pishchevaya-rybnaya-produktsiya-kategoriya-b-flipper/
2043,"Полуфабрикат из рыбы, мороженый, филе минтая без кожи, глазированное «Рыбный год». Категория А",Рыба и морепродукты,Филе минтая,5.000,0,3.3000,https://rskrf.ru/goods/polufabrikat-iz-ryby-morozhenyy-file-mintaya-bez-kozhi-glazirovannoe-rybnyy-god/
2044,"Минтай, филе без кожи замороженное Fine Life",Рыба и морепродукты,Филе минтая,5.000,0,3.0000,https://rskrf.ru/goods/mintay-file-bez-kozhi-zamorozhennoe-fine-life-/
2045,None,Рыба и морепродукты,Икра лососевых,0,0,5.0000,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-globus/
2046,None,Рыба и морепродукты,Икра лососевых,0,0,5.0000,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-ochen-poleznaya/
2047,None,Рыба и морепродукты,Икра лососевых,0,0,5.0000,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-tunaycha/
2048,None,Рыба и морепродукты,Икра лососевых,0,0,4.9500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-sdelano-v-more/
2049,None,Рыба и морепродукты,Икра лососевых,0,0,4.9500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-gorbusha-a48da0/
2050,None,Рыба и морепродукты,Икра лососевых,0,0,4.9250,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-russkiy-rybnyy-mir/
2051,None,Рыба и морепродукты,Икра лососевых,0,0,4.9100,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-aro/
2052,None,Рыба и морепродукты,Икра лососевых,0,0,4.9100,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-tungutun/
2053,None,Рыба и морепродукты,Икра лососевых,0,0,4.8750,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-oyster/
2054,None,Рыба и морепродукты,Икра лососевых,0,0,4.8750,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-russkoe-more/
2055,None,Рыба и морепродукты,Икра лососевых,0,0,3.9250,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-miramar/
2056,None,Рыба и морепродукты,Икра лососевых,0,0,3.7500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-avacha/
2057,None,Рыба и морепродукты,Икра лососевых,0,0,3.7500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-gorbusha/
2058,None,Рыба и морепродукты,Икра лососевых,0,0,3.7000,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-kurilskaya/
2059,None,Рыба и морепродукты,Икра лососевых,0,0,3.6250,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-morskoy-tsar/
2060,None,Рыба и морепродукты,Икра лососевых,0,0,2.9800,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-russkoe-more-/
2061,None,Рыба и морепродукты,Икра лососевых,0,0,2.7500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-putina/
2062,None,Рыба и морепродукты,Икра лососевых,0,0,2.7000,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-korsakov/
2063,None,Рыба и морепродукты,Икра лососевых,0,0,2.7000,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-sakhalin-ryba/
2064,None,Рыба и морепродукты,Икра лососевых,0,0,1.2500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-kazhdyy-den/
2065,None,Рыба и морепродукты,Икра лососевых,0,0,1.2500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-makarov/
2066,None,Рыба и морепродукты,Икра лососевых,0,0,1.2500,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-meridian/
2067,None,Рыба и морепродукты,Икра лососевых,0,0,0,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-fine-life/
2068,None,Рыба и морепродукты,Икра лососевых,0,0,0,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-kamchatskoe-more/
2069,None,Рыба и морепродукты,Икра лососевых,0,0,0,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-krasnoe-zoloto/
2070,None,Рыба и морепродукты,Икра лососевых,0,0,0,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-kupets/
2071,None,Рыба и морепродукты,Икра лососевых,0,0,0,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-obkomovskaya-/
2072,None,Рыба и морепродукты,Икра лососевых,0,0,0,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-kety-395cff/
2073,None,Рыба и морепродукты,Икра лососевых,0,0,0,https://rskrf.ru/goods/ikra-lososevaya-zernistaya-pervyy-sort-forvard-s/
2074,Сельдь филе в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,5.0000,https://rskrf.ru/goods/seld-file-v-masle-preservy-rybnye/
2075,Сельдь филе кусочки в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,5.0000,https://rskrf.ru/goods/seld-file-kusochki-v-masle-preservy-rybnye/
2076,Пресервы из разделанной рыбы. Сельдь в масле,Рыба и морепродукты,Пресервы из сельди в масле,0,0,5.0000,https://rskrf.ru/goods/preservy-iz-razdelannoy-ryby-seld-v-masle/
2077,Томилинская сельдь филе в масле. Пресервы рыбные.,Рыба и морепродукты,Пресервы из сельди в масле,0,0,5.0000,https://rskrf.ru/goods/tomilinskaya-seld-file-v-masle-preservy-rybnye/
2078,Сельдь филе кусочки в масле. Пресервы,Рыба и морепродукты,Пресервы из сельди в масле,0,0,4.8200,https://rskrf.ru/goods/seld-file-kusochki-v-masle-preservy/
2079,Сельдь филе кусочки в масле. Пресервы,Рыба и морепродукты,Пресервы из сельди в масле,0,0,3.6500,https://rskrf.ru/goods/seld-file-kusochki-v-masle-preservy-0173a9/
2080,Сельдь в масле филе кусочки. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,3.5000,https://rskrf.ru/goods/seld-v-masle-file-kusochki-preservy-rybnye/
2081,Сельдь атлантическая филе кусочки «матье» в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,3.5000,https://rskrf.ru/goods/seld-atlanticheskaya-file-kusochki-mate-v-masle-preservy-rybnye/
2082,Пресервы рыбные: сельдь атлантическая филе кусочки «матье» в масле,Рыба и морепродукты,Пресервы из сельди в масле,0,0,3.5000,https://rskrf.ru/goods/preservy-rybnye-seld-atlanticheskaya-file-kusochki-mate-v-masle/
2083,Филе кусочки сельдь атлантическая. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,3.3200,https://rskrf.ru/goods/file-kusochki-seld-atlanticheskaya-preservy-rybnye/
2084,Филе кусочки сельдь в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,3.3200,https://rskrf.ru/goods/file-kusochki-seld-v-masle-preservy-rybnye/
2085,Сельдь филе в масле. Пресервы рыбные.,Рыба и морепродукты,Пресервы из сельди в масле,0,0,2.5000,https://rskrf.ru/goods/seld-file-v-masle-preservy-rybnye-a29951/
2086,Сельдь атлантическая филе кусочки в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,2.5000,https://rskrf.ru/goods/seld-atlanticheskaya-file-kusochki-v-masle-preservy-rybnye/
2087,Филе сельди в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,2.5000,https://rskrf.ru/goods/file-seldi-v-masle-preservy-rybnye/
2088,Сельдь филе кусочки в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,2.5000,https://rskrf.ru/goods/seld-file-kusochki-v-masle-preservy-rybnye-1cef6e/
2089,Филе сельди в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,2.3200,https://rskrf.ru/goods/seld-file-v-masle-preservy-rybnye-9296d7/
2090,Филе сельди в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,1.0000,https://rskrf.ru/goods/seld-file-v-masle-preservy-rybnye-901884/
2091,Пресервы из рыбы: сельдь филе кусочки в масле,Рыба и морепродукты,Пресервы из сельди в масле,0,0,1.0000,https://rskrf.ru/goods/preservy-iz-ryby-seld-file-kusochki-v-masle-5e3c98/
2092,Пресервы из разделанной рыбы. Сельдь филе кусочки в масле.,Рыба и морепродукты,Пресервы из сельди в масле,0,0,1.0000,https://rskrf.ru/goods/preservy-iz-razdelannoy-ryby-seld-file-kusochki-v-masle/
2093,Сельдь в масле атлантическая филе кусочки «Матье». Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0.9700,https://rskrf.ru/goods/seld-v-masle-atlanticheskaya-filedrawbackskusochki-mate-preservy-rybnye/
2094,Сельдь филе кусочки в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0.8800,https://rskrf.ru/goods/seld-file-kusochki-v-masle-preservy-rybnye-8db3f6/
2095,Сельдь аталантическая филе кусочки «матье» в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0.8200,https://rskrf.ru/goods/seld-atalanticheskaya-file-kusochki-mate-v-masle-preservy-rybnye/
2096,Слабосоленая сельдь филе кусочки в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0.8200,https://rskrf.ru/goods/slabosolenaya-seld-file-kusochki-v-masle-preservy-rybnye/
2097,Сельдь атлантическая жирная филе кусочки в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0.8000,https://rskrf.ru/goods/seld-atlanticheskaya-zhirnaya-file-kusochki-v-masle-preservy-rybnye/
2098,Сельдь атлантическая. Филе в масле «по-домашнему»,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0.7300,https://rskrf.ru/goods/seld-atlanticheskaya-file-v-masle-po-domashnemu-preservy-rybnye/
2099,Сельдь атлантическая  филе кусочки оригинальная  в масле. Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0,https://rskrf.ru/goods/seld-atlanticheskaya-file-kusochki-originalnaya-v-masle-preservy-rybnye/
2100,Пресервы из рыбы: сельдь филе кусочки в масле,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0,https://rskrf.ru/goods/preservy-iz-ryby-seld-file-kusochki-v-masle/
2101,Пресервы из разделанной рыбы. Сельдь филе в масле,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0,https://rskrf.ru/goods/preservy-iz-razdelannoy-ryby-seld-file-v-masle/
2102,Сельдь филе кусочки в масленной заливке «Царская». Пресервы рыбные,Рыба и морепродукты,Пресервы из сельди в масле,0,0,0,https://rskrf.ru/goods/seld-file-kusochki-v-maslennoy-zalivke-tsarskaya-preservy-rybnye/
2103,Кальве кетчуп томатный. Первая категория.,Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/kalve-ketchup-tomatnyy-pervaya-kategoriya/
2104,Кетчуп Томатный Heinz,Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-tomatnyy-khaynts/
2105,Кетчуп Томатный Heinz,Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-tomatnyy-heinz/
2106,Кетчуп «Томатный» Heinz,Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-tomatnyy-heinz-624d10/
2107,Кетчуп &quot;томатный&quot; Pomodoro Speciale Mr.Ricco. Высшая категория.,Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-tomatnyy-pomodoro-speciale-mr-ricco-vysshaya-kategoriya/
2108,Кетчуп &quot;томатный&quot; Pomodoro Speciale Mr.Ricco. Высшая категория. Пастеризованный.,Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-tomatnyy-pomodoro-speciale-mr-ricco-vysshaya-kategoriya-pasterizovannyy/
2109,Кетчуп томатный «Tomato Ketchup»,Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-tomatnyy-tomato-ketchup/
2110,"Кетчуп «Слобода» «Томатный», высшая категория",Соусы,Кетчуп томатный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-sloboda-tomatnyy-vysshaya-kategoriya-01562c/
2111,Кетчуп Томатный первой категории. Нестерилизованный.,Соусы,Кетчуп томатный,5.000,0,4.5000,https://rskrf.ru/goods/ketchup-tomatnyy-pervoy-kategorii-nesterilizovannyy/
2112,Кетчуп «Томатный» «Махеевъ» ,Соусы,Кетчуп томатный,5.000,0,4.3000,https://rskrf.ru/goods/ketchup-tomatnyy-makheev-/
2113,Кетчуп первой категории (нестирилизованный) «Томатный» «Красная цена»,Соусы,Кетчуп томатный,5.000,0,4.2000,https://rskrf.ru/goods/ketchup-pervoy-kategorii-nestirilizovannyy-tomatnyy-krasnaya-tsena/
2114,"Кетчуп «Томатный», второй категории «365 дней»",Соусы,Кетчуп томатный,5.000,0,4.0000,https://rskrf.ru/goods/ketchup-tomatnyy-vtoroy-kategorii-365-dney/
2115,"Кетчуп «Томатный» «То, что надо!», вторая категория, нестерилизованный",Соусы,Кетчуп томатный,5.000,0,4.0000,https://rskrf.ru/goods/ketchup-tomatnyy-to-chto-nado-vtoraya-kategoriya-nesterilizovannyy/
2116,Кетчуп «томатный» первой категории,Соусы,Кетчуп томатный,5.000,0,3.8000,https://rskrf.ru/goods/ketchup-tomatnyy-pervoy-kategorii/
2117,Кетчуп «Классический» второй категории,Соусы,Кетчуп томатный,5.000,0,3.7000,https://rskrf.ru/goods/ketchup-klassicheskiy-vtoroy-kategorii/
2118,Кетчуп томатный «Моя семья»,Соусы,Кетчуп томатный,0.000,0,3.7000,https://rskrf.ru/goods/ketchup-tomatnyy-moya-semya/
2119,Кетчуп «Томатный» нестерилизованный (с консервантом). Вторая категория,Соусы,Кетчуп томатный,0.000,0,3.7000,https://rskrf.ru/goods/ketchup-tomatnyy-nesterilizovannyy-s-konservantom-vtoraya-kategoriya/
2120,"Кетчуп «Балтимор» «Томатный», без консервантов",Соусы,Кетчуп томатный,4.000,0,3.5125,https://rskrf.ru/goods/ketchup-baltimor-tomatnyy-bez-konservantov-80fde7/
2121,Кетчуп Балтимор томатный без консервантов. Первая категория,Соусы,Кетчуп томатный,0.000,0,3.5000,https://rskrf.ru/goods/ketchup-baltimor-tomatnyy-bez-konservantov-pervaya-kategoriya/
2122,Томатный кетчуп «Мака» традиционный. Краснодарский «Классический»,Соусы,Кетчуп томатный,0.000,0,2.5000,https://rskrf.ru/goods/tomatnyy-ketchup-maka-traditsionnyy-krasnodarskiy-klassicheskiy/
2123,Кетчуп томатный. Вторая категория.,Соусы,Кетчуп томатный,0.000,0,2.5000,https://rskrf.ru/goods/ketchup-tomatnyy-vtoraya-kategoriya/
2124,Кетчуп томатный. Нестерилизованный.,Соусы,Кетчуп томатный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-tomatnyy-nesterilizovannyy/
2125,"Майонез оливковый organic, 67%",Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/mayonez-olivkovyy-organic-67/
2126,"Майонез «Провансаль» оливковый, 67% «ЕЖК» ",Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-olivkovyy-67-ezhk-/
2127,Майонез оливковый «Миладора». Массовая доля жира – 67%,Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/mayonez-olivkovyy-miladora-massovaya-dolya-zhira-67/
2128,"Майонез «Московский провансаль» оливковый, 67%",Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/mayonez-moskovskiy-provansal-olivkovyy-67/
2129,"«Провансаль» оливковый, майонез 67% «Ряба» ",Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/provansal-olivkovyy-mayonez-67-ryaba-/
2130,"Майонез «Провансаль» оливковый, массовая доля жира – 67% «Сдобри»",Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-olivkovyy-massovaya-dolya-zhira-67-sdobri/
2131,"Майонез высококалорийный оливковый, 67% «Скит» ",Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/mayonez-vysokokaloriynyy-olivkovyy-67-skit-/
2132,Майонез «Провансаль» оливковый с массовой долей жира 67% «Слобода»,Соусы,Майонез оливковый,5.000,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-olivkovyy-s-massovoy-doley-zhira-67-sloboda/
2133,"Майонез оливковый, 67% «Король стола»",Соусы,Майонез оливковый,5.000,0,4.0000,https://rskrf.ru/goods/mayonez-olivkovyy-67-korol-stola/
2134,Майонез «Оливковый» с массовой долей жира 67% «Лента»,Соусы,Майонез оливковый,5.000,0,4.0000,https://rskrf.ru/goods/mayonez-olivkovyy-s-massovoy-doley-zhira-67-lenta/
2135,Майонез оливковый 67% «Махеев»,Соусы,Майонез оливковый,5.000,0,4.0000,https://rskrf.ru/goods/mayonez-olivkovyy-67-makheev/
2136,"Майонез «Провансаль» классический оливковый, массовая доля жира – 67% «То, что надо!»",Соусы,Майонез оливковый,5.000,0,4.0000,https://rskrf.ru/goods/mayonez-provansal-klassicheskiy-olivkovyy-massovaya-dolya-zhira-67-to-chto-nado-/
2137,Майонез оливковый с массовой долей жира 67% «Умное решение» ,Соусы,Майонез оливковый,5.000,0,4.0000,https://rskrf.ru/goods/mayonez-olivkovyy-s-massovoy-doley-zhira-67-umnoe-reshenie-/
2138,Майонез оливковый с массовой долей жира 67% «Глобус» ,Соусы,Майонез оливковый,5.000,0,3.7500,https://rskrf.ru/goods/mayonez-olivkovyy-s-massovoy-doley-zhira-67-globus-/
2139,"Майонез оливковый, 67% «Здрава»",Соусы,Майонез оливковый,5.000,0,1.7500,https://rskrf.ru/goods/mayonez-olivkovyy-67-zdrava/
2140,Майонез «Провансаль» классический оливковый с массовой долей жира 67% «Паспье»,Соусы,Майонез оливковый,5.000,0,1.7500,https://rskrf.ru/goods/mayonez-provansal-klassicheskiy-olivkovyy-s-massovoy-doley-zhira-67-paspe/
2141,Майонез «Провансаль» оливковый с массовой долей жира 67% «Царский»,Соусы,Майонез оливковый,5.000,0,1.7500,https://rskrf.ru/goods/mayonez-provansal-olivkovyy-s-massovoy-doley-zhira-67-tsarskiy/
2142,Майонез «Провансаль» классический оливковый с массовой долей жира – 67% «Маркет Перекрёсток»,Соусы,Майонез оливковый,5.000,0,1.5000,https://rskrf.ru/goods/mayonez-provansal-klassicheskiy-olivkovyy-s-massovoy-doley-zhira-67-market-perekryestok/
2143,Кетчуп для гриля и шашлыка,Соусы,Кетчуп шашлычный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-dlya-grilya-i-shashlyka/
2144,Кетчуп для гриля и шашлыка. Пастеризованный.,Соусы,Кетчуп шашлычный,5.000,0,5.0000,https://rskrf.ru/goods/ketchup-dlya-grilya-i-shashlyka-pasterizovannyy/
2145,Шашлычный кетчуп. Высшая категория.,Соусы,Кетчуп шашлычный,5.000,0,5.0000,https://rskrf.ru/goods/shashlychnyy-ketchup-vysshaya-kategoriya/
2146,Кетчуп шашлычный второй категории. Нестерилизованный.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-vtoroy-kategorii-nesterilizovannyy/
2147,Кетчуп к мясу на углях. Первая категория.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-k-myasu-na-uglyakh-pervaya-kategoriya/
2148,Шалычный кетчуп. Первая категория.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/shalychnyy-ketchup-pervaya-kategoriya/
2149,Кетчуп шашлычный без консервантов.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-bez-konservantov/
2150,Шашлычный кетчуп высшей категории. Нестерилизованный.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/shashlychnyy-ketchup-vysshey-kategorii-nesterilizovannyy/
2151,Шашлычный кетчуп. Вторая категория.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/shashlychnyy-ketchup-vtoraya-kategoriya/
2152,Шашлычный кетчуп. Вторая категория.,Соусы,Кетчуп шашлычный,0.000,0,2.5000,https://rskrf.ru/goods/shashlychnyy-ketchup-vtoraya-kategoriya-acb5f7/
2153,Томатный кетчуп.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/tomatnyy-ketchup/
2154,Кетчуп шашлычный,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-f553ae/
2155,Кетчуп шашлычный. Первая категория.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-pervaya-kategoriya/
2156,Кетчуп шашлычный. Первая категория.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-pervaya-kategoriya-5b6606/
2157,Кетчуп шашлычный.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy/
2158,Кетчуп шашлычный. Вторая категория.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-vtoraya-kategoriya-a65b39/
2159,Кетчуп шашлычный.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-d459a1/
2160,Кетчуп шашлычный. Вторая категория.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-vtoraya-kategoriya/
2161,Кетчуп шашлычный. Нестерилизованный.,Соусы,Кетчуп шашлычный,5.000,0,2.5000,https://rskrf.ru/goods/ketchup-shashlychnyy-nesterilizovannyy/
2162,Майонез Провансаль Mr. Ricco Organic,Соусы,Майонез «Провансаль»,0,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-mr-ricco-organic/
2163,Майонез Провансаль м.д.ж. 67% «Букет»,Соусы,Майонез «Провансаль»,0,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-m-d-zh-67-buket/
2164,Майонез «Новосибирский провансаль»,Соусы,Майонез «Провансаль»,0,0,5.0000,https://rskrf.ru/goods/mayonez-novosibirskiy-provansal/
2165,Майонез Провансаль «Ряба»,Соусы,Майонез «Провансаль»,0,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-ryaba/
2166,Майонез Провансаль «Сдобри» ,Соусы,Майонез «Провансаль»,0,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-sdobri/
2167,Майонез высококалорийный «Провансаль» СКИТ,Соусы,Майонез «Провансаль»,0,0,5.0000,https://rskrf.ru/goods/mayonez-vysokokaloriynyy-provansal-skit/
2168,Майонез Провансаль «Слобода»,Соусы,Майонез «Провансаль»,0,0,5.0000,https://rskrf.ru/goods/mayonez-provansal-sloboda/
2169,Майонез «Провансаль Premium» Махеевъ,Соусы,Майонез «Провансаль»,0,0,4.7500,https://rskrf.ru/goods/mayonez-provansal-premium-makheev/
2170,Майонез Провансаль классический «Московский Провансаль»,Соусы,Майонез «Провансаль»,0,0,4.7500,https://rskrf.ru/goods/mayonez-provansal-klassicheskiy-moskovskiy-provansal/
2171,Майонез Провансаль 67% Fine Life,Соусы,Майонез «Провансаль»,0,0,4.2500,https://rskrf.ru/goods/mayonez-provansal-67-fine-life/
2172,Майонез классический с массовой долей жира 67% «Провансаль» Globus,Соусы,Майонез «Провансаль»,0,0,4.2500,https://rskrf.ru/goods/mayonez-klassicheskiy-s-massovoy-doley-zhira-67-provansal-globus/
2173,Майонез Провансаль «Гастроном»,Соусы,Майонез «Провансаль»,0,0,4.2500,https://rskrf.ru/goods/mayonez-provansal-gastronom/
2174,Майонез «Провансаль ЕЖК»,Соусы,Майонез «Провансаль»,0,0,4.2500,https://rskrf.ru/goods/mayonez-provansal-ezhk/
2175,Майонез «Провансаль Мечта хозяйки»,Соусы,Майонез «Провансаль»,0,0,4.2500,https://rskrf.ru/goods/mayonez-provansal-mechta-khozyayki/
2176,Майонез Провансаль классический «Оскар»,Соусы,Майонез «Провансаль»,0,0,4.2500,https://rskrf.ru/goods/mayonez-provansal-klassicheskiy-oskar/
